"chr","pos","Name","regression_coef"
"chr18",28835503,"cg14552392",-0.01813
"chr14",103175017,"cg24482422",-0.01812
"chr3",175390218,"cg08995613",0.01812
"chr9",140300227,"cg01544270",0.01812
"chr3",64211155,"cg25818214",0.01811
"chr7",2208759,"cg07918994",0.01811
"chr2",113437110,"cg01529040",-0.0181
"chr9",88970787,"cg26623910",0.0181
"chr5",80041461,"cg12826129",0.01809
"chr5",55394432,"cg08064345",-0.01808
"chr11",111609239,"cg03723716",-0.01807
"chr8",125578903,"cg19601114",-0.01806
"chr4",8167510,"cg18410843",0.01805
"chr6",47428069,"cg11023565",0.01805
"chr1",205262885,"cg03941824",-0.01805
"chr1",20929640,"cg06984156",-0.01804
"chr6",160776136,"cg12631283",-0.01803
"chr2",61086214,"cg02107781",0.01802
"chr22",29763965,"cg12319322",0.01801
"chr1",158259268,"cg16993682",0.018
"chr10",90075888,"cg03380448",-0.01799
"chr6",160718364,"cg02925006",-0.01799
"chr13",41930111,"cg04250118",0.01799
"chr11",2468332,"cg08895013",0.01798
"chr7",128947621,"cg21316915",0.01798
"chr16",58586898,"cg16090056",-0.01798
"chr3",126801048,"cg11905574",-0.01798
"chr1",41519239,"cg08444233",-0.01797
"chr2",190446738,"cg11758995",0.01797
"chr14",21733693,"cg03209707",0.01796
"chr17",47892591,"cg15370732",0.01796
"chr2",69371305,"cg13748961",0.01794
"chr4",48560866,"cg16668093",0.01793
"chr12",93533798,"cg23032110",0.01792
"chr19",47840131,"cg10451565",0.01792
"chr7",56029683,"cg03259126",0.01792
"chr9",88984330,"cg24692378",0.0179
"chr8",100770219,"cg19609438",-0.0179
"chr5",170216047,"cg07657870",0.0179
"chr17",8627959,"cg19070408",-0.0179
"chr20",31410931,"cg16805068",0.01787
"chr8",134856327,"cg18003028",0.01787
"chr19",42152572,"cg22319338",0.01786
"chr9",133977948,"cg05787293",0.01786
"chr2",54837177,"cg12991626",-0.01784
"chr1",19408685,"cg10174138",-0.01783
"chr4",75934958,"cg17537745",-0.01783
"chr2",61953634,"cg06647854",-0.01783
"chr11",63623533,"cg12686763",0.01782
"chr17",29893915,"cg04449045",0.01782
"chr17",9354442,"cg20659454",-0.0178
"chr14",69798262,"cg11461580",0.0178
"chr14",77974807,"cg06411521",0.0178
"chr6",106628143,"cg22792677",-0.0178
"chr13",95736266,"cg18117288",0.01779
"chr6",166980629,"cg03849851",-0.01778
"chr5",167993178,"cg24755562",0.01777
"chr22",30696605,"cg27057335",-0.01776
"chr14",105903533,"cg14119543",0.01776
"chr16",57636203,"cg02653010",-0.01775
"chr19",41618972,"cg17222579",0.01774
"chr4",169687969,"cg01923775",0.01774
"chr2",233246594,"cg19713851",-0.01774
"chr7",42122019,"cg05361347",-0.01774
"chr3",140805567,"cg15081033",0.01773
"chr1",2572242,"cg04276316",-0.01772
"chr3",128889324,"cg14941031",-0.01772
"chr3",150065731,"cg19129668",-0.0177
"chr3",59032572,"cg19086317",-0.0177
"chr1",165831442,"cg19880170",0.01769
"chr10",116101049,"cg02654547",-0.01769
"chr4",153627021,"cg21958598",0.01769
"chr1",19587393,"cg17906803",0.01768
"chr8",134388615,"cg24551568",0.01768
"chr17",55733039,"cg25926086",0.01767
"chr12",121398603,"cg20928346",0.01767
"chr11",104403216,"cg04238097",-0.01766
"chr1",95063517,"cg14846049",-0.01765
"chr2",44973115,"cg24795614",-0.01765
"chr3",186646931,"cg09023643",-0.01765
"chr1",59092974,"cg19907617",-0.01764
"chr3",123988666,"cg02593416",-0.01764
"chr5",14407367,"cg24525960",0.01763
"chr14",98383719,"cg00008500",0.01763
"chr1",16623308,"cg17892555",0.01763
"chr1",160373711,"cg12710247",0.01762
"chr7",51372684,"cg12920942",-0.01761
"chr3",102202668,"cg23160074",0.01761
"chr2",20548412,"cg03174043",-0.0176
"chr5",148985290,"cg07554306",0.01759
"chr7",143104089,"cg01748326",0.01757
"chr2",101374193,"cg13743852",0.01757
"chr10",101457247,"cg25368317",0.01756
"chr6",148562337,"cg26588612",0.01756
"chr10",72136500,"cg07351541",0.01756
"chr21",42795929,"cg13155430",-0.01755
"chr5",95663466,"cg26245620",0.01754
"chr2",11885266,"cg02069619",0.01754
"chr2",165735558,"cg05287586",-0.01753
"chr16",15943239,"cg19787883",0.01753
"chr11",77896927,"cg06265811",0.01752
"chr10",131289319,"cg09534686",0.0175
"chr11",16943573,"cg13875506",0.01749
"chr10",135278901,"cg19623624",0.01748
"chr12",123835873,"cg03577276",-0.01747
"chr22",37422281,"cg02642363",0.01745
"chr19",36540502,"cg19562160",-0.01744
"chr15",59501408,"cg11550865",0.01743
"chr6",43483748,"cg21958026",-0.01743
"chr17",66291422,"cg08815110",0.01742
"chr6",19731686,"cg10647105",0.01742
"chr9",83822670,"cg21570938",0.01741
"chr2",101348230,"cg01933871",-0.0174
"chr16",31034016,"cg06135068",-0.01739
"chr4",75524105,"cg21717408",-0.01739
"chr11",102062718,"cg22907490",-0.01738
"chr7",5033608,"cg04037858",-0.01737
"chr1",153285168,"cg25374078",0.01737
"chr2",238933854,"cg07016899",0.01737
"chr6",116890539,"cg04303590",0.01736
"chr11",7593792,"cg21767391",0.01736
"chr3",48160010,"cg16860151",0.01735
"chr14",69054834,"cg20928824",-0.01732
"chr6",143689851,"cg14758501",-0.01732
"chr2",12126118,"cg11773114",-0.01731
"chr11",65210645,"cg05363534",0.01729
"chr3",58984212,"cg15747723",-0.01729
"chr7",75224305,"cg18998760",0.01729
"chr5",76675528,"cg26357116",0.01728
"chr9",140583193,"cg20611650",0.01727
"chr11",103930498,"cg05773408",0.01727
"chr16",8724872,"cg11450695",0.01727
"chr6",35152001,"cg06031011",0.01727
"chr22",31848385,"cg16430184",0.01726
"chr4",68801145,"cg08789697",-0.01725
"chr4",79693986,"cg01333327",0.01724
"chr14",53344150,"cg10419590",-0.01723
"chr8",106741862,"cg27529907",-0.01723
"chr12",121622315,"cg22867729",-0.01723
"chr3",138338934,"cg14591581",-0.01722
"chr8",28566720,"cg10124189",-0.01722
"chrX",109557508,"cg21808407",-0.01722
"chr13",32524836,"cg00160503",0.01722
"chr6",105214656,"cg02479643",-0.01721
"chr2",26565759,"cg16204524",0.0172
"chr1",65888543,"cg09780975",-0.0172
"chr4",124475699,"cg14538218",-0.01719
"chr6",36725212,"cg21027697",-0.01718
"chr10",35090668,"cg15726896",0.01718
"chr14",62052478,"cg18174917",0.01717
"chr10",5758036,"cg21135163",0.01717
"chr10",106074440,"cg02390637",0.01717
"chr6",13274284,"cg20827128",-0.01717
"chr2",28564188,"cg19917880",0.01715
"chr3",134034554,"cg13169766",0.01715
"chr3",196946494,"cg25966517",-0.01714
"chr15",58215163,"cg26024214",0.01714
"chr9",2539890,"cg23786749",0.01713
"chr3",122041309,"cg15866669",-0.01713
"chr2",197954559,"cg24099088",-0.01713
"chr14",68759670,"cg04384914",0.01713
"chr12",13105149,"cg00218999",-0.01711
"chr13",20763457,"cg17967059",0.01708
"chr6",135061398,"cg08773226",-0.01708
"chr4",76562882,"cg02194487",-0.01707
"chr6",106530861,"cg23090732",-0.01706
"chr22",24400408,"cg04861944",-0.01706
"chr20",25392112,"cg19063768",-0.01705
"chr12",51568049,"cg12379766",0.01705
"chr2",64861637,"cg13939344",0.01704
"chr2",43197057,"cg18091960",0.01703
"chr20",44700561,"cg08487567",-0.01702
"chr6",109153695,"cg17250456",0.017
"chr12",3213850,"cg20164964",-0.017
"chr12",95030564,"cg14223669",0.017
"chr7",157090031,"cg10702418",0.017
"chr10",81006500,"cg14941199",-0.01699
"chr15",50169839,"cg10202165",-0.01697
"chr9",33221998,"cg13043242",-0.01695
"chr3",43336543,"cg18523810",-0.01695
"chr7",87027887,"cg00033490",0.01694
"chr8",126189778,"cg09803359",-0.01694
"chr6",40042641,"cg13143768",0.01693
"chr10",95069090,"cg15294391",0.01693
"chr11",47988356,"cg15357179",0.01693
"chr3",50379973,"cg27621029",-0.01693
"chr1",12363259,"cg15109449",-0.01692
"chr2",97027364,"cg12825706",0.01691
"chr17",75603772,"cg10663442",0.01691
"chr21",45344197,"cg22468316",0.0169
"chr6",16486214,"cg09340842",-0.01689
"chr10",35713017,"cg19241465",0.01688
"chr3",49974641,"cg05602945",0.01688
"chr11",96012429,"cg05112110",0.01687
"chr22",32772257,"cg15791361",-0.01687
"chr8",42443260,"cg18511133",0.01687
"chr22",26966223,"cg07919577",0.01685
"chr11",108709991,"cg18585558",-0.01685
"chr4",165543526,"cg14294892",0.01685
"chr3",183529696,"cg22259330",0.01685
"chr12",111801712,"cg16520965",-0.01685
"chr5",71452772,"cg16099537",0.01685
"chr3",138998997,"cg01979223",0.01684
"chr2",159037958,"cg06252359",-0.01684
"chr11",20042954,"cg25847892",-0.01683
"chr18",9474143,"cg21923525",0.01682
"chr3",194733121,"cg22978730",-0.01682
"chr1",212376272,"cg21558913",0.01682
"chr9",26943140,"cg00601200",0.01681
"chr12",6206659,"cg15931460",-0.0168
"chr3",142582445,"cg23748990",-0.0168
"chr2",233105048,"cg02871545",-0.0168
"chr15",58819005,"cg23787755",0.01679
"chr6",25288445,"cg05206599",0.01678
"chr2",74191125,"cg06667434",-0.01678
"chr7",87911184,"cg00122434",-0.01677
"chr4",47544981,"cg21686613",0.01676
"chr3",139346788,"cg04117590",0.01676
"chr19",4440701,"cg22656115",0.01674
"chr17",35481970,"cg07660627",-0.01673
"chr5",108066214,"cg23928339",0.01673
"chr11",120011770,"cg03998792",0.01673
"chr13",50706830,"cg18150909",0.01673
"chr6",42689991,"cg11317511",0.01672
"chr2",236721769,"cg22032385",-0.01672
"chr1",36723271,"cg13035551",0.01671
"chr6",108533067,"cg23782191",-0.0167
"chr10",123219306,"cg16680262",-0.0167
"chr18",21152169,"cg19356958",-0.0167
"chr3",133242775,"cg05769892",0.0167
"chr6",134551637,"cg13667516",-0.0167
"chr1",91440433,"cg22757957",-0.01669
"chr21",31455846,"cg07673926",-0.01669
"chr17",40110371,"cg23017728",0.01668
"chr4",124940041,"cg14397231",-0.01668
"chr15",42424749,"cg06894824",0.01668
"chr17",61491843,"cg08471540",0.01667
"chr6",105612575,"cg20486607",0.01667
"chr11",73782546,"cg14960030",-0.01667
"chr6",133116721,"cg27359469",0.01666
"chr2",174803258,"cg09065700",-0.01664
"chr8",90973757,"cg01531398",-0.01663
"chr9",79039563,"cg16133683",-0.01662
"chr10",98406291,"cg07562481",0.01662
"chr6",15897879,"cg23054927",-0.01662
"chr20",25025765,"cg05183366",0.01661
"chr6",30656692,"cg05978527",0.01661
"chr6",111187708,"cg00728039",0.01661
"chr22",41628523,"cg12541223",-0.0166
"chr5",140593443,"cg07102913",0.0166
"chr12",72152267,"cg11341142",0.01659
"chr4",159927750,"cg12383035",-0.01658
"chr9",129096820,"cg13960660",-0.01657
"chr6",53863342,"cg18968475",-0.01656
"chr6",52191566,"cg07907670",0.01656
"chr4",37432655,"cg07703480",-0.01656
"chr8",95385610,"cg08238638",-0.01655
"chr12",21933773,"cg19686928",-0.01655
"chr5",145219900,"cg20682905",0.01655
"chr14",24087718,"cg18549879",-0.01653
"chr2",211054438,"cg18499183",-0.01653
"chr2",109945061,"cg10693841",0.01653
"chr3",12395914,"cg17369845",-0.01652
"chr9",95202490,"cg17300125",-0.01652
"chr3",58335621,"cg11664931",0.01652
"chr1",167178082,"cg14582967",0.01651
"chr11",86334031,"cg05582046",-0.01651
"chr21",34839544,"cg15252420",-0.0165
"chr16",70686806,"cg14108079",0.0165
"chr22",50984767,"cg12557158",0.01649
"chr7",35740770,"cg23488180",-0.01649
"chr17",58807667,"cg08477158",-0.01647
"chr14",63960136,"cg22884674",0.01646
"chr4",124758211,"cg21368898",-0.01646
"chr6",91429808,"cg23070771",-0.01646
"chr20",45722469,"cg03133834",0.01644
"chr3",184161698,"cg12771741",0.01644
"chr19",48151592,"cg01949520",0.01644
"chr12",119621817,"cg07181602",-0.01643
"chr3",168866525,"cg15143202",0.01642
"chr5",158839398,"cg23630110",-0.01642
"chr20",18033564,"cg12587960",0.01641
"chr3",195989296,"cg05065603",0.0164
"chr9",5550375,"cg15206586",-0.0164
"chr12",93395676,"cg15094196",-0.01639
"chr12",106066082,"cg08879365",0.01636
"chr15",59646585,"cg11397754",-0.01634
"chr5",111868904,"cg05671217",-0.01634
"chr1",206945656,"cg04321197",0.01633
"chr2",191555196,"cg18847562",-0.01632
"chr17",7354014,"cg08232688",0.01632
"chr11",35548139,"cg07469075",0.01632
"chr10",126769814,"cg20024125",0.0163
"chr15",64670837,"cg02188319",-0.01629
"chr2",137017254,"cg23246394",0.01629
"chr7",143065137,"cg22110284",0.01629
"chr3",190276776,"cg11213655",0.01628
"chr8",125353196,"cg06517952",-0.01627
"chr2",9215179,"cg18264173",0.01626
"chr3",31156655,"cg11971688",-0.01625
"chr14",93406082,"cg08087268",-0.01624
"chr3",45533083,"cg04907917",0.01624
"chr2",220091475,"cg01866897",0.01623
"chr4",82529431,"cg04321711",-0.01623
"chr3",102327747,"cg07297407",-0.01622
"chr19",35981677,"cg10305797",0.01622
"chr8",102083111,"cg03483314",0.01621
"chr3",45408913,"cg26524446",-0.0162
"chr14",73967402,"cg14848580",-0.01619
"chr5",131639892,"cg05421176",-0.01619
"chr4",169461374,"cg22043544",0.01619
"chr1",181097559,"cg06289919",0.01619
"chr11",3079997,"cg11849638",0.01613
"chr2",178400837,"cg03550352",0.01613
"chr2",25383404,"cg15391491",0.01612
"chr16",10420282,"cg22152618",-0.01612
"chr3",48341377,"cg12277313",-0.01611
"chr14",50473773,"cg00412931",-0.0161
"chr4",4639639,"cg26582375",-0.0161
"chr2",197848776,"cg01976035",-0.01609
"chr6",40820576,"cg07372507",-0.01609
"chr1",55316769,"cg17475467",0.01608
"chr3",122863185,"cg22694881",-0.01608
"chr3",113615087,"cg12913434",-0.01608
"chr10",97912335,"cg16656180",0.01605
"chr3",119451011,"cg00971324",0.01604
"chr2",47261900,"cg20090162",0.01604
"chr9",108055896,"cg11453771",0.01604
"chr18",28897893,"cg13834042",0.01603
"chr17",8392501,"cg01133654",-0.01602
"chr14",75415619,"cg06794017",-0.01602
"chr22",45675312,"cg22523787",0.01602
"chr11",108333308,"cg12026388",0.01601
"chr12",54809239,"cg09583374",0.01601
"chr20",49441098,"cg01595237",-0.01601
"chr2",65467912,"cg02459694",-0.016
"chr6",41825520,"cg14611260",0.016
"chr2",190538584,"cg14359692",-0.01598
"chr22",38451755,"cg25135404",0.01598
"chr14",59792807,"cg14713382",-0.01598
"chr3",156543471,"cg01201279",0.01597
"chr9",6787574,"cg02569682",-0.01597
"chr10",101163635,"cg13901620",-0.01597
"chr3",112186572,"cg08178886",-0.01596
"chr12",4555720,"cg03069242",0.01595
"chr11",46613132,"cg17089091",0.01595
"chr7",48151761,"cg22556554",-0.01594
"chr1",22498563,"cg05164961",0.01594
"chr2",20696327,"cg04189751",-0.01594
"chr3",113615093,"cg13848673",0.01593
"chr6",109727623,"cg15462616",-0.01592
"chr8",17207035,"cg07637915",-0.01592
"chr3",59034566,"cg00891146",-0.01591
"chr8",144854923,"cg21205087",0.0159
"chr3",152660727,"cg11495617",0.01589
"chr18",74291677,"cg02463057",0.01589
"chr10",73590675,"cg02792822",-0.01588
"chr11",71940261,"cg09313740",-0.01587
"chr11",94380598,"cg22651519",0.01586
"chr3",123278354,"cg14081147",0.01586
"chr8",22101351,"cg07876665",0.01585
"chr3",158461772,"cg14611119",0.01585
"chr18",37205078,"cg14380126",-0.01584
"chr4",1355321,"cg11524428",-0.01584
"chr16",11361823,"cg06459913",0.01583
"chr16",53085918,"cg10058478",-0.01582
"chr10",5519308,"cg15925869",-0.01582
"chr1",217794428,"cg08282589",0.01582
"chr8",68492870,"cg00298922",-0.01582
"chr18",72146124,"cg03835428",0.01581
"chr17",45285328,"cg17233517",0.01581
"chr3",48289820,"cg11307919",-0.0158
"chr17",60801924,"cg25518707",-0.0158
"chr14",74163654,"cg06884055",-0.0158
"chr15",100548640,"cg04423948",-0.0158
"chr2",147572730,"cg07189919",-0.0158
"chr10",88163667,"cg13604462",-0.0158
"chr6",159240983,"cg04682832",0.01579
"chr1",27329335,"cg10104487",0.01579
"chr1",33875964,"cg15593269",-0.01579
"chr1",203768517,"cg04902405",0.01578
"chr1",152077402,"cg03115048",0.01578
"chr1",100853695,"cg07816888",0.01578
"chr2",218556851,"cg24277367",-0.01577
"chr6",31591343,"cg04397817",0.01575
"chr14",65786975,"cg25062381",0.01575
"chr3",64177237,"cg03155832",-0.01575
"chr1",27931284,"cg11697038",0.01575
"chr2",28686966,"cg13116350",-0.01574
"chr12",122766629,"cg24825276",0.01574
"chr10",22000024,"cg02065093",-0.01574
"chr1",226544826,"cg12214012",0.01573
"chr3",69045778,"cg14163455",-0.01573
"chr9",132337640,"cg01173821",0.01573
"chr6",16318871,"cg14482153",-0.01573
"chr19",41868376,"cg05501508",0.01572
"chr1",9933026,"cg12187160",0.01572
"chr3",112981348,"cg24620797",0.01571
"chr1",228140125,"cg17032372",-0.01571
"chr15",42972061,"cg21082691",-0.01568
"chr5",135517069,"cg07162551",-0.01567
"chr2",239300116,"cg18042991",0.01566
"chr9",21864009,"cg26819103",0.01565
"chr12",117040247,"cg11777955",0.01564
"chr12",107750336,"cg07054978",0.01563
"chr16",75265574,"cg21039901",-0.01563
"chr12",107805601,"cg14636557",0.01563
"chr6",11813021,"cg17417789",0.01563
"chr16",30442009,"cg03941745",-0.01563
"chr20",9823348,"cg01518790",-0.01562
"chr8",17207635,"cg02610221",-0.01562
"chr6",26439594,"cg00240229",-0.01562
"chr3",14716139,"cg20830699",0.01561
"chr2",119189817,"cg26047660",-0.01561
"chr6",1242535,"cg13159037",0.0156
"chr3",65781087,"cg26253596",0.0156
"chr1",12467995,"cg09451766",0.01559
"chr9",97572199,"cg20555778",0.01559
"chr1",65361326,"cg16692435",-0.01559
"chr10",71881071,"cg00430724",0.01557
"chr1",182760900,"cg02814691",-0.01556
"chr8",129023038,"cg16943583",-0.01556
"chr7",129754831,"cg26681717",0.01556
"chr5",138783342,"cg03942839",0.01556
"chr3",128434169,"cg11203815",0.01556
"chr5",150384180,"cg02877807",-0.01555
"chr1",63871257,"cg19101624",-0.01553
"chr8",33367385,"cg02817304",0.01552
"chr17",76882244,"cg11156828",-0.01552
"chr11",30447089,"cg04813376",-0.01551
"chr8",67368612,"cg03103270",0.0155
"chr12",77018107,"cg19943325",0.01548
"chr7",752800,"cg17593625",0.01547
"chr4",109931912,"cg07810677",-0.01547
"chr20",45037047,"cg05746545",0.01546
"chr20",14908695,"cg09493085",-0.01546
"chr2",3175933,"cg11788016",-0.01545
"chr17",80757465,"cg02277520",-0.01545
"chr5",10788719,"cg01549106",-0.01545
"chr5",143472258,"cg27405526",-0.01544
"chr17",61509620,"cg17041511",0.01543
"chr5",73877661,"cg15407055",0.01542
"chr4",154001197,"cg11679458",0.01541
"chr1",46989771,"cg12137357",-0.01541
"chr5",95859928,"cg18746443",-0.01541
"chr9",100508604,"cg12521316",0.0154
"chr5",64328291,"cg15642855",0.0154
"chr2",99914569,"cg07294132",0.01539
"chr2",23728913,"cg11824437",0.01539
"chr1",59799399,"cg01905905",0.01539
"chr9",104289466,"cg13909055",0.01538
"chr2",236636037,"cg16672147",-0.01538
"chr2",224392870,"cg05690388",-0.01538
"chr10",74778006,"cg14568928",-0.01536
"chr14",55986295,"cg13096410",0.01536
"chr7",157058129,"cg23451821",-0.01535
"chr1",94083008,"cg00103200",0.01535
"chr1",204982603,"cg01395499",0.01534
"chr9",101564467,"cg08351422",0.01534
"chr2",32472001,"cg10540467",0.01533
"chr7",48422432,"cg02796496",-0.01532
"chr4",83632592,"cg13996569",0.01532
"chr2",183292092,"cg25754068",-0.01531
"chr7",75279630,"cg19507725",0.01531
"chr15",85200399,"cg19997245",-0.01531
"chr3",189029472,"cg04332572",0.01531
"chr16",304120,"cg15052832",0.01531
"chr14",35835511,"cg02219601",-0.0153
"chr3",101556884,"cg16061885",-0.0153
"chr20",33696689,"cg16686008",0.0153
"chr15",60810873,"cg13039051",-0.0153
"chr8",125974367,"cg23197297",-0.0153
"chr2",3158592,"cg12836057",-0.01529
"chr5",127685317,"cg14075444",0.01529
"chr11",113183849,"cg00428349",0.01529
"chr1",19665184,"cg05348366",-0.01529
"chr12",89740403,"cg23838838",0.01529
"chr9",110048435,"cg05356183",-0.01529
"chr5",175982549,"cg20351364",-0.01528
"chr7",77768802,"cg04915125",0.01528
"chr15",89655439,"cg26538377",0.01528
"chr9",12923422,"cg09167664",-0.01526
"chr2",153334486,"cg11703383",0.01525
"chr8",118404359,"cg23540702",-0.01524
"chr11",72369155,"cg14210875",0.01524
"chr20",55511928,"cg12166683",-0.01523
"chr7",30220498,"cg04243965",0.01522
"chr18",46500072,"cg18423737",0.01522
"chr11",35343756,"cg09848191",0.01521
"chr8",17394976,"cg18216571",0.01521
"chr20",43697032,"cg22016659",-0.01521
"chr12",125987736,"cg16889054",-0.01521
"chr7",95060347,"cg14284257",-0.01521
"chr1",205343134,"cg07342108",0.0152
"chr4",6992752,"cg10117400",-0.01519
"chr17",28753558,"cg19930190",0.01516
"chr11",112085257,"cg05569529",-0.01516
"chr13",49078808,"cg26098709",-0.01516
"chr1",226916320,"cg08345526",-0.01516
"chr20",10469253,"cg16390637",-0.01515
"chr3",138043140,"cg16364085",-0.01514
"chr8",87491103,"cg08399084",0.01514
"chr10",101359056,"cg08702879",-0.01514
"chr2",64349780,"cg00638280",0.01514
"chr5",65280625,"cg15141760",-0.01513
"chr2",64219540,"cg23844509",-0.0151
"chr16",17426024,"cg20907840",0.0151
"chr15",63583086,"cg25074326",0.0151
"chr1",175308097,"cg07410108",0.01509
"chr17",30830732,"cg00164282",0.01509
"chr17",43094313,"cg06590676",-0.01509
"chr11",101374851,"cg06726982",0.01508
"chr3",46354481,"cg08820841",0.01508
"chr17",78402962,"cg10393847",0.01507
"chr1",94346119,"cg20592532",-0.01507
"chr7",42952391,"cg20210263",-0.01506
"chr4",140872103,"cg19741107",0.01505
"chr22",45698035,"cg24740322",-0.01505
"chr1",89743574,"cg21904340",0.01504
"chr2",27349220,"cg17345276",0.01501
"chr17",4915387,"cg15726235",0.01499
"chr13",27706214,"cg01953399",0.01499
"chr15",66191827,"cg24243350",-0.01498
"chr1",89234354,"cg10509014",0.01497
"chr2",16546516,"cg01352230",-0.01497
"chr7",2040851,"cg12575511",-0.01497
"chr8",103671924,"cg22377572",-0.01496
"chr7",127456323,"cg13689959",0.01496
"chr17",79380493,"cg05668703",0.01495
"chr1",154524350,"cg06913118",-0.01495
"chr5",176942521,"cg19089280",0.01495
"chr9",87449508,"cg14273545",0.01494
"chr20",14967147,"cg08735248",-0.01494
"chr16",74502466,"cg05806255",0.01494
"chr19",32895224,"cg12655939",0.01493
"chr1",53365446,"cg14039246",0.01493
"chr4",153791961,"cg26838398",-0.01492
"chr18",34469402,"cg20164000",-0.01492
"chr1",212470760,"cg27505743",-0.01492
"chr18",61589143,"cg23580953",0.01491
"chr3",158443109,"cg21432133",-0.01491
"chr6",42262319,"cg03654948",0.01491
"chr1",1486459,"cg12734710",-0.0149
"chr1",59554464,"cg21117446",-0.0149
"chr14",80857605,"cg13402594",0.0149
"chr4",1378508,"cg09908462",-0.0149
"chr2",71346380,"cg00363201",-0.01489
"chr6",96020209,"cg00637299",-0.01488
"chr2",64488157,"cg22505924",-0.01488
"chr7",75573071,"cg10902139",-0.01487
"chr6",162530827,"cg19564591",0.01486
"chr11",717405,"cg14301880",0.01486
"chr1",79472408,"cg15084543",0.01485
"chr6",46606669,"cg14761389",0.01485
"chr16",8740029,"cg04158290",-0.01484
"chr14",99715826,"cg19682870",-0.01484
"chr22",30886946,"cg21830132",-0.01483
"chr8",37462176,"cg11332209",0.01483
"chr4",110976956,"cg21579920",0.01483
"chr16",68845908,"cg08285862",0.01483
"chr6",150467468,"cg26882408",-0.01481
"chr7",129190357,"cg06518610",0.01481
"chr6",17098990,"cg04244818",-0.01481
"chr7",134144288,"cg04663564",0.0148
"chr6",29571693,"cg20067272",0.01479
"chr2",158794811,"cg21500174",-0.01479
"chr2",74198896,"cg04315689",0.01478
"chr20",51649472,"cg18362325",0.01478
"chr8",41868065,"cg02630607",-0.01475
"chr13",24128265,"cg05608674",0.01475
"chr15",80469670,"cg15987788",-0.01474
"chr6",31023770,"cg23878318",0.01473
"chr1",12548799,"cg00355963",0.01473
"chr20",23433349,"cg06489008",0.01472
"chr21",27276247,"cg06805945",0.01471
"chr5",80550291,"cg25553841",-0.01471
"chr7",102773927,"cg23183144",-0.0147
"chr3",48775072,"cg25389151",0.0147
"chr4",8561110,"cg21551985",0.0147
"chr6",42163433,"cg04324345",0.0147
"chr11",34455805,"cg19099047",0.0147
"chr12",109631314,"cg00238541",-0.0147
"chr9",132430086,"cg05670345",0.01469
"chr6",150592996,"cg13591030",-0.01469
"chr3",172408937,"cg03042075",0.01468
"chr2",111812810,"cg24212696",0.01468
"chr16",64194093,"cg03410532",-0.01467
"chr6",21857295,"cg01616228",0.01467
"chr17",19804476,"cg10228608",0.01466
"chr14",102230497,"cg20888069",-0.01466
"chr15",31749573,"cg14592638",-0.01466
"chr13",99935883,"cg00033818",0.01466
"chr6",10434425,"cg10264081",-0.01465
"chr1",207069840,"cg01276968",-0.01464
"chr8",67563906,"cg22988037",0.01464
"chr8",8881121,"cg17757514",-0.01463
"chr3",134056258,"cg04870356",0.01463
"chr2",114726607,"cg13733906",0.01463
"chr22",29787625,"cg17283039",-0.01463
"chr1",219099343,"cg05037033",0.01462
"chr17",70598973,"cg07302361",-0.01461
"chr10",90720523,"cg02169357",0.01461
"chr11",111690782,"cg10269573",-0.01461
"chr17",79837157,"cg06739752",-0.01461
"chr15",45683210,"cg22340747",-0.01459
"chr1",153363264,"cg20335425",-0.01459
"chr2",16802843,"cg21646084",-0.01459
"chr10",44339428,"cg27317806",0.01459
"chr4",151242439,"cg11513057",-0.01458
"chr22",29927713,"cg24296847",0.01457
"chr8",124679280,"cg05207932",0.01457
"chr5",125032738,"cg00135865",-0.01456
"chr7",2058865,"cg01128574",-0.01456
"chr4",8421359,"cg17662883",0.01456
"chr2",68593583,"cg21990131",-0.01454
"chr22",29378073,"cg15981484",0.01454
"chr11",45667273,"cg11188440",0.01452
"chr5",66491336,"cg08442681",-0.01452
"chr10",48334337,"cg12451280",-0.01451
"chr6",36695411,"cg23059505",0.01451
"chr5",138949312,"cg14699490",0.01451
"chr3",150317877,"cg18279625",0.01451
"chr2",201242945,"cg06226703",0.01451
"chr14",32553698,"cg06545968",-0.01449
"chr1",21628909,"cg10820600",-0.01449
"chr8",25993942,"cg12925144",0.01449
"chr16",57705554,"cg27146702",-0.01448
"chr21",27206630,"cg01320322",0.01448
"chr12",51114006,"cg22400536",-0.01447
"chr4",103359673,"cg18667192",0.01446
"chr11",119571848,"cg04515710",-0.01446
"chr8",128403642,"cg02455719",0.01446
"chr20",31482551,"cg02107801",0.01445
"chr16",79406457,"cg25418553",-0.01444
"chr4",113300446,"cg15936366",-0.01443
"chr20",39831218,"cg03761716",-0.01443
"chr14",69002342,"cg12752071",-0.01442
"chr11",117195443,"cg02101189",-0.01441
"chr13",109754329,"cg09819141",0.01441
"chr12",68314513,"cg12725197",-0.0144
"chr13",24122685,"cg22730675",0.0144
"chr2",58337101,"cg27480676",-0.01439
"chr17",41463203,"cg17396903",0.01439
"chr22",30182305,"cg03017508",-0.01439
"chr5",9380502,"cg04184330",-0.01438
"chr16",84438771,"cg06421123",-0.01438
"chr2",102435149,"cg07180085",0.01438
"chr3",190209464,"cg15413457",-0.01437
"chr12",64299398,"cg15793246",-0.01437
"chr5",123996996,"cg05805815",-0.01436
"chr12",56687956,"cg03061719",0.01435
